Unique.ID,NA0012483535.IgG,NA0012483906.IgG,NA0012483927.IgG,NA0012484478.IgG,NA0012484499.IgG,NA0012484752.IgG,NA0012484765.IgG,NA0012483883.IgG,NA0012483591.IgG,NA0012483754.IgG,NA0012483419.IgG,NA0012483315.IgG,NA0012483311.IgG,NA0012483533.IgG,NA0012483544.IgG,NA0012484280.IgG,NA0012484311.IgG,NA0012484502.IgG,NA0012484569.IgG,NA0012484790.IgG,NA0012484774.IgG,NA0012483599.IgG,NA0012483640.IgG,NA0012483771.IgG,NA0012483450.IgG,NA0012483434.IgG,NA0012483665.IgG,NA0012483662.IgG,NA0012483506.IgG,NA0012484306.IgG,NA0012484290.IgG,NA0012484575.IgG,NA0012484591.IgG,NA0012484413.IgG,NA0012483568.IgG,NA0012483616.IgG,NA0012483847.IgG,NA0012483431.IgG,NA0012483435.IgG,NA0012483356.IgG,NA0012483684.IgG,NA0012483685.IgG,NA0012483529.IgG,NA0012484462.IgG,NA0012484472.IgG,NA0012484589.IgG,NA0012484753.IgG,NA0012483576.IgG,NA0012483571.IgG,NA0012483868.IgG,NA0012483872.IgG,NA0012483783.IgG,NA0012483775.IgG,NA0012483340.IgG,NA0012483326.IgG,NA0012483936.IgG,NA0012483955.IgG,NA0012483900.IgG,NA0012483963.IgG,NA0012484506.IgG,NA0012483948.IgG,NA0012484756.IgG,NA0012483967.IgG,NA0012483873.IgG,NA0012483793.IgG,NA0012483632.IgG,NA0012483808.IgG,NA0012483410.IgG,NA0012483816.IgG,NA0012483319.IgG,NA0012483833.IgG,NA0012483981.IgG,NA0012483821.IgG,NA0012483369.IgG,NA0012484009.IgG,NA0012484026.IgG,NA0012484107.IgG,NA0012484106.IgG,NA0012486630.IgG,NA0012486631.IgG,NA0012485588.IgG,NA0012485572.IgG,NA0012486098.IgG,NA0012486108.IgG,NA0012485736.IgG,NA0012486252.IgG,NA0012483535.IgA,NA0012483906.IgA,NA0012483927.IgA,NA0012484478.IgA,NA0012484499.IgA,NA0012484752.IgA,NA0012484765.IgA,NA0012483883.IgA,NA0012483591.IgA,NA0012483754.IgA,NA0012483419.IgA,NA0012483315.IgA,NA0012483311.IgA,NA0012483533.IgA,NA0012483544.IgA,NA0012484280.IgA,NA0012484311.IgA,NA0012484502.IgA,NA0012484569.IgA,NA0012484790.IgA,NA0012484774.IgA,NA0012483599.IgA,NA0012483640.IgA,NA0012483771.IgA,NA0012483450.IgA,NA0012483434.IgA,NA0012483665.IgA,NA0012483662.IgA,NA0012483506.IgA,NA0012484306.IgA,NA0012484290.IgA,NA0012484575.IgA,NA0012484591.IgA,NA0012484413.IgA,NA0012483568.IgA,NA0012483616.IgA,NA0012483847.IgA,NA0012483431.IgA,NA0012483435.IgA,NA0012483356.IgA,NA0012483684.IgA,NA0012483685.IgA,NA0012483529.IgA,NA0012484462.IgA,NA0012484472.IgA,NA0012484589.IgA,NA0012484753.IgA,NA0012483576.IgA,NA0012483571.IgA,NA0012483868.IgA,NA0012483872.IgA,NA0012483783.IgA,NA0012483775.IgA,NA0012483340.IgA,NA0012483326.IgA,NA0012483936.IgA,NA0012483955.IgA,NA0012483900.IgA,NA0012483963.IgA,NA0012484506.IgA,NA0012483948.IgA,NA0012484756.IgA,NA0012483967.IgA,NA0012483873.IgA,NA0012483793.IgA,NA0012483632.IgA,NA0012483808.IgA,NA0012483410.IgA,NA0012483816.IgA,NA0012483319.IgA,NA0012483833.IgA,NA0012483981.IgA,NA0012483821.IgA,NA0012483369.IgA,NA0012484009.IgA,NA0012484026.IgA,NA0012484107.IgA,NA0012484106.IgA,NA0012486630.IgA,NA0012486631.IgA,NA0012485588.IgA,NA0012485572.IgA,NA0012486098.IgA,NA0012486108.IgA,NA0012485736.IgA,NA0012486252.IgA,SFCOVC001.IgG,SFCOVC002.IgG,MN2909.IgG,JT1034.IgG,SFCOVC001.IgA,SFCOVC002.IgA,MN2909.IgA,JT1034.IgA,NA0012486560.IgG,NA0012486414.IgG,NA0012485598.IgG,NA0012486261.IgG,NA0012485765.IgG,NA0012485770.IgG,NA0012484121.IgG,NA0012485733.IgG,NA0012486658.IgG,NA0012485744.IgG,NA0012485589.IgG,NA0012485997.IgG,NA0012485604.IgG,NA0012486244.IgG,NA0012485726.IgG,NA0012484124.IgG,NA0012486397.IgG,NA0012486560.IgA,NA0012486414.IgA,NA0012485598.IgA,NA0012486261.IgA,NA0012485765.IgA,NA0012485770.IgA,NA0012484121.IgA,NA0012485733.IgA,NA0012486658.IgA,NA0012485744.IgA,NA0012485589.IgA,NA0012485997.IgA,NA0012485604.IgA,NA0012486244.IgA,NA0012485726.IgA,NA0012484124.IgA,NA0012486397.IgA,H002020302417.IgA,H002020302499.IgA,H002020302612.IgA,H002020302640.IgA,H002020302417.IgG,H002020302499.IgG,H002020302612.IgG,H002020302640.IgG,W12152080182600FPre13.IgG,W12152080182600FPre13.IgA,Ortho.1.IgA,Ortho.2.IgA,Ortho.3.IgA,Ortho.4.IgA,Ortho.6.IgA,Ortho.7.IgA,Ortho.8.IgA,Ortho.9.IgA,Ortho.10.IgA,Ortho.11.IgA,Ortho.12.IgA,Ortho.13.IgA,Ortho.14.IgA,Ortho.15.IgA,Ortho.16.IgA,Ortho.17.IgA,Ortho.18.IgA,Ortho.19.IgA,Ortho.20.IgA,Ortho.1.IgG,Ortho.2.IgG,Ortho.3.IgG,Ortho.4.IgG,Ortho.6.IgG,Ortho.7.IgG,Ortho.8.IgG,Ortho.9.IgG,Ortho.10.IgG,Ortho.11.IgG,Ortho.12.IgG,Ortho.13.IgG,Ortho.14.IgG,Ortho.15.IgG,Ortho.16.IgG,Ortho.17.IgG,Ortho.18.IgG,Ortho.19.IgG,Ortho.20.IgG
hPIV-1 12O3_H.2,3183,1801.5,1464,5014,2262,5723,3595,449.5,1083,5485.5,6969.5,4022.5,3765.5,5815.5,2745.5,4307.5,4339.5,2521.5,1452,3148,2536.5,1559.5,3658.5,3746.5,4718,3052,6382.5,2171,5909,2003.5,2426,3445.5,2338.5,1549.5,1972,3252.5,5349.5,5141,3098.5,5299.5,4374.5,5424,8036,4070.5,5373,1165,3505,2662.5,1385.5,3657.5,4509,4505,4159.5,2990.5,4720.5,6267.5,2131,1954.5,9.5,5774,3390.5,2025,2325,4249,1980,3240,3649.5,4525,3853.5,2640.5,1615.5,4015.5,5097.5,12748.5,9027.5,4225,3819,3322.5,9225,2213,2719,3503.5,3773,2954.5,2884,4345.5,1212,10011,203.5,8132,3692,2558,2129.5,91,1641.5,1326,1513.5,960,980,0,2102,5195,18355,842.5,1444.5,595,1036.5,2778.5,1331,816,3425,2339.5,777.5,228.5,979,1848,112.5,3835,4688.5,708.5,26,664,3545,523,1868.5,0,434,290,2008,1145,255,711,786,0,1207,0,765,792.5,569,0,1419,4133.5,236,234,0,828.5,229.5,2558.5,1780,1415,1908,760,3383,1954,709,1145.5,2209,1164.5,491,1802.5,4780,0,371,240,1803,0,0,4650.5,787,0,729.5,433,5690,4470,3003.5,2522,1563,716.5,4435.5,19116,3623,3078,1256,1706.5,8204,4373,2457,1823.5,3481,4659,907.5,5425.5,5691,2131.5,2068,4680,7216.5,2373,5903,0,5611.5,3645,4265.5,10058.5,1476.5,3774,6135,3910.5,1853,266,1992.5,166.5,415,3019,75,119,1344.5,2983.5,3418.5,3638,2591.5,7345.5,2180,701.5,427.5,1906,6647,2747.5,3359.5,3285,4279.5,2453.5,9292,2619,3570,509,8070.5,4924.5,3047.5,6701.5,900.5,4590,1378.5,4759,3381,9148,2324,0,3724.5,2548.5,2163,11545.5,15631,8260.5,2510,4143,3404.5,3157.5,2919.5,2391.5,7574,9952
hPIV-1 12O3_H.3,2293,1573.5,3048,2560,1883,1661,4355,2124.5,1315,2750.5,5664.5,5362.5,5325.5,6739.5,5085.5,3771.5,4175.5,2385.5,1919,3777,3305.5,1422.5,2599.5,3247.5,4016,2177,5893.5,2605,6245,2549.5,3199,1806.5,4442.5,1741.5,1778,3807.5,5474.5,5568,2618.5,4597.5,3980.5,8180,7217,4343.5,5013,1540,3087,2635.5,2649.5,4252.5,5068,4204,4253.5,3701.5,4159.5,5003.5,2575,6329.5,716.5,7149,3710.5,2471,1505,2817,2750,3287,3054.5,3821,4102.5,4327.5,1536.5,3675.5,5444.5,12016.5,7911.5,6306,2796,3571.5,7386,2571,2360,3349.5,4293,5245.5,1366,5112.5,748,8808,1823.5,5580,1503,0,2383.5,533,2024.5,845,1337.5,1399,1500,0,2945,4263,1822,1136.5,1472.5,414,2157.5,1760.5,843,879,3277,85.5,0,1718.5,634,1322,1354.5,339,5844.5,830.5,707,1008,3275,1228,0,0,0,48,2161,1076,196,1177,287,49,1783,0,1397,506.5,265,1050.5,848,2496.5,0,3322,0,1052.5,751.5,3243.5,1586,569,2196,451,2794,1609,1924,1297.5,2301,1189.5,381,2856.5,3490,1225,61,32,1091,0,0,4637.5,1132,608,580.5,793,8265,4350,3767.5,2108,1928,697.5,4155.5,19416,3923,3233,2785,2817.5,5912,3195,2503,3573.5,4279,4956,0,7995.5,8779,2869.5,2918,3110,7925.5,2586,7626,523.5,7960.5,3122,4192.5,10655.5,9209.5,5042,7150,585.5,3539,882,1935.5,1096.5,0,3809,0,0,4446.5,2866.5,1899.5,2350,3623.5,8692.5,2649,1124.5,3558.5,2376,1099,2117.5,3453.5,4271,3645.5,3366.5,12158,9218,6590,1275,12968.5,4967.5,2962.5,8391.5,976.5,6119,1863.5,8810,3975,1876,2398,14,6032.5,2807.5,3104,14115.5,22715,12444.5,3891,5384,3651.5,4830.5,5094.5,3123.5,10960,10925
hPIV-1 12O3_H.4,3296,2648.5,3080,3789,1603,5604,4805,4378.5,2123,4638.5,13711.5,6678.5,5930.5,8179.5,9771.5,4223.5,5490.5,2649.5,2297,3206,2550.5,3270.5,3934.5,3771.5,4532,2659,4699.5,4691,8206,2774.5,4836,4486.5,3470.5,2128.5,2560,4115.5,7719.5,6232,6102.5,5044.5,5857.5,7873,8091,5940.5,7054,3319,3432,3373.5,2078.5,7139.5,5438,4719,3435.5,6050.5,5019.5,6172.5,3121,4743.5,685.5,5683,3749.5,4070,1161,3791,2085,1547,3925.5,4660,4774.5,4012.5,1729.5,4977.5,5180.5,6968.5,8232.5,6293,4164,2815.5,7654,2796,3127,2565.5,3615,4783.5,1753,4972.5,1765,10177,1955.5,7201,2178,1039,2518.5,502,2465.5,2664,3838.5,1355,1179,185.5,5546,4996,1985,2075.5,1461.5,904,796.5,2420.5,1221,372,5469,1105.5,0,113.5,4156,1447,1824.5,4175,5535.5,744.5,0,3770,4081,217,4903.5,0,0,0,2484,996,361,2135,101,0,238,0,1219,720.5,669,2386.5,1025,2729.5,13,1658,0,388.5,601.5,3207.5,466,1128,1689,0,3100,1152,1862,1119.5,1636,944.5,641,0,3747,255,349,89,1393,0,357.5,3187.5,882,0,232.5,757,5633,5862,5511.5,2932,1995,510.5,3687.5,21520,5115,3925,3258,3991.5,7941,5979,3589,2689.5,5584,7728,193.5,8566.5,9996,3846.5,2582,5054,7573.5,3541,8887,1481.5,11436.5,4613,10506.5,14865.5,1591.5,6201,10576,3719.5,3633,1245,3784.5,647.5,0,3215,0,298,2660.5,3411.5,3502.5,3447,5853.5,8037.5,2645,1604.5,2106.5,10537,12616,2623.5,4787.5,4899,5439.5,4217.5,9658,6834,7650,2104,12489.5,4052.5,3686.5,12125.5,1191.5,5356,2485.5,6000,12431,11486,2411,266,7471.5,5531.5,5234,12259.5,26320,8593.5,6780,5153,2731.5,5511.5,13387.5,3145.5,5422,18567
hPIV-3 USA/10991B/2010_H.1,3596,3159.5,1983,3766,1255,4235,3006,1418.5,1777,6503.5,8226.5,3364.5,3007.5,4710.5,1799.5,4011.5,1621.5,1167.5,2971,4308,1134.5,2749.5,4083.5,4558.5,2750,1486,1734.5,1745,3801,2310.5,4488,4207.5,1837.5,517.5,1279,2404.5,5652.5,2709,3620.5,3606.5,3219.5,4148,4367,7026.5,5036,1317,1667,2864.5,2410.5,8895.5,2147,3071,3778.5,4089.5,2088.5,4357.5,1566,3715.5,1054.5,4256,4187.5,2751,3312,2040,1967,1437,2276.5,3142,4414.5,4544.5,1847.5,3428.5,4285.5,7030.5,6482.5,4191,2553,2615.5,1537,3152,3655,3013.5,4301,3085.5,6153,5011.5,0,2932,1122.5,2861,0,4467,773.5,0,0,1116,883.5,470,215,0,0,1868,609,59.5,725.5,448,669.5,516.5,725,316,991,913.5,0,2871.5,0,261,313.5,3433,409.5,0,0,1829,928,326,3159.5,3734.5,222,1544,415,758,1823,435,0,520,509,513,323,225.5,0,0,0,849.5,0,137,0,172.5,0,1689.5,545,261,1098,0,0,613,751,1152.5,774,527.5,586,624.5,2356,1421,176,0,1012,0,0,0,863,0,698.5,527,3531,5808,3115.5,2842,164,794.5,1084.5,10473,3522,2653,1026,1298.5,3694,3392,2260,3596.5,3429,2952,2513.5,4911.5,5971,2924.5,2316,3761,3001.5,539,2396,0,1754.5,2230,1581.5,943.5,4988.5,318,3775,978.5,756,217,0,0,216,1105,0,0,0,543.5,2355.5,3094,590.5,1950.5,1233,631.5,122.5,2005,0,2685.5,1966.5,287,1024.5,1550.5,15980,5845,696,0,2511.5,3814.5,1421.5,3501.5,180.5,1820,657.5,1250,4618,1514,4936,270,1496.5,1768.5,907,14909.5,10114,1560.5,1252,1794,4838.5,3637.5,3490.5,2130.5,2514,3890
hPIV-3 USA/10991B/2010_H.2,4634,4444.5,2488,4011,2132,4269,2666,2268.5,1670,4632.5,6937.5,5056.5,3709.5,6396.5,2338.5,5038.5,2193.5,2791.5,2867,6118,2127.5,3945.5,3603.5,3635.5,4932,1584,5819.5,3021,5059,3604.5,5594,5378.5,6104.5,1262.5,1765,3660.5,8250.5,4093,4382.5,3927.5,4319.5,5341,7736,8957.5,4668,2322,4867,4256.5,3466.5,10212.5,2928,5545,4353.5,6032.5,2602.5,5912.5,2417,5120.5,7587.5,7259,3933.5,4401,2689,2456,2345,4057,3079.5,3881,4533.5,5449.5,2225.5,4533.5,4499.5,9231.5,7247.5,4390,2406,6077.5,3418,4379,6063,2580.5,7114,4835.5,5295,6479.5,0,2939,804.5,4139,637,4296,682.5,0,0,958,1928.5,764,0,0,112,1771,571,1016.5,1082.5,769,734.5,1191.5,1215,548,3074,960.5,3626.5,4939.5,628,1235,254.5,4966,1901.5,1208.5,286,2295,2145,1202,3064.5,4131.5,1619,2285,3730,1125,1739,520,725,577,899,573,1131,1146.5,302,0,915,1837.5,484,0,0,863.5,0,2318.5,738,691,956,931,207,972,1337,1579.5,659,842.5,872,1992.5,1286,0,0,746,3036,0,53.5,178.5,1421,685,832.5,740,5677,5902,3665.5,3648,1481,1135.5,1876.5,10744,4270,2061,3674,5553.5,4723,2596,2817,4629.5,3890,2537,3917.5,7924.5,7577,2952.5,3689,4550,2074.5,1997,1472,1797.5,5159.5,4789,1755.5,2108.5,6179.5,972,3777,2764.5,2320,1400,0,249.5,0,569,276,0,2287.5,2010.5,4439.5,5115,876.5,4042.5,1157,239.5,2987.5,3712,141,4009.5,1536.5,0,820.5,2214.5,18520,7632,2739,544,6313.5,4948.5,1075.5,3031.5,0,1977,0,4995,7647,5565,7552,56,1850.5,1951.5,1061,14829.5,17171,3929.5,2084,2355,7232.5,2254.5,2718.5,2005.5,2589,4166
hPIV-3 USA/10991B/2010_H.3,4992,5023.5,3289,6050,1832,4950,4295,4101.5,3082,8277.5,11651.5,5481.5,3136.5,5567.5,4211.5,4861.5,2585.5,1962.5,3445,4754,2590.5,3427.5,4010.5,4408.5,5725,2366,5595.5,3046,6826,5046.5,7354,6657.5,5322.5,1547.5,2823,4221.5,9951.5,4897,7054.5,4606.5,4056.5,6476,5975,9006.5,5881,2047,4980,3258.5,3531.5,9276.5,4790,6393,4759.5,6808.5,3552.5,5792.5,2945,4985.5,2415.5,7897,5949.5,3272,2382,3681,2751,2509,3081.5,4651,5672.5,4662.5,2606.5,4969.5,4297.5,6715.5,9300.5,5914,4373,3503.5,2517,4191,5767,3409.5,6002,4850.5,6228,6364.5,408,2873,1145.5,5332,367,4317,1245.5,599,560.5,1564,2988.5,327,106,0,1270,2446,532,158.5,691.5,328,423.5,1145.5,965,117,4306,710.5,2032.5,3913.5,3144,1234,851.5,4297,1863.5,1305.5,145,4522,2125,328,7596.5,3947.5,686,1358,2389,376,1427,470,363,0,413,403,2430,1066.5,0,0,484,1618.5,573,555,0,278.5,124.5,2657.5,255,1017,1234,0,393,1416,1794,960.5,406,1236.5,949,0,2834,1186,658,0,2131,0,0,428.5,352,881,1078.5,620,6248,6386,3926.5,3643,1645,1167.5,1207.5,11110,6588,3253,2576,2277.5,6711,4500,3823,4315.5,3788,3309,2599.5,6864.5,7234,3150.5,3857,4231,3368.5,1265,2525,0,3414.5,3141,3424.5,3006.5,4621.5,712,4999,3600.5,903,405,0,515.5,0,1553,0,0,358.5,481.5,4520.5,4878,841.5,3082.5,2960,1079.5,2368.5,3000,0,3262.5,3765.5,932,931.5,4805.5,22,0,3417,0,7818.5,8652.5,2426.5,3853.5,404.5,4339,845.5,3013,7568,8733,6475,992,4189.5,1578.5,1734,115.5,7350,4076.5,1921,3483,7510.5,5574.5,4214.5,3108.5,5381,4948
hPIV-3 USA/10991B/2010_H.4,6319,6468.5,3683,6800,1913,4945,4727,2677.5,3312,8453.5,9699.5,8243.5,6559.5,6224.5,4125.5,3997.5,3218.5,3301.5,3331,7642,3853.5,3282.5,5549.5,5368.5,4736,2511,5055.5,4169,7874,5226.5,10135,5505.5,6536.5,2549.5,3308,3881.5,9174.5,6005,8784.5,4260.5,5932.5,6371,7705,9618.5,7668,2302,4628,4488.5,5338.5,9920.5,4480,7020,6021.5,7340.5,3349.5,6449.5,4782,7592.5,9253.5,9497,4619.5,6631,3529,3629,3375,5141,4655.5,5570,4813.5,8504.5,2677.5,5635.5,4133.5,6734.5,9672.5,6716,3897,4296.5,4379,4460,3828,3430.5,5666,6505.5,5081,6305.5,606,3505,1592.5,5321,425,3950,1417.5,569,241.5,1744,2635.5,539,886,233.5,1349,1163,738,694.5,206.5,1009,1071.5,253.5,847,1110,2527,445.5,329.5,5100.5,2296,817,1119.5,2519,793.5,1187.5,582,4090,934,1180,6136.5,2746.5,1131,1715,2249,289,2732,217,0,369,1292,306,2004,2064.5,352,0,709,2080.5,986,2284,0,0,0,4246.5,1280,129,524,526,1864,685,133,2220.5,1558,445.5,19,0,3047,278,107,69,4163,321.5,0,162.5,270,553,988.5,1125,6290,8217,4515.5,3846,2886,1584.5,1132.5,10625,6331,3283,3706,4867.5,7802,5964,3819,4166.5,9362,4161,8758.5,7169.5,10008,4974.5,3638,3585,6485.5,1965,3195,1601.5,6280.5,3059,4393.5,2554.5,2257.5,1188,6328,4244.5,1380,627,0,1279.5,0,3290,0,0,3368.5,2595.5,5312.5,5893,3005.5,6104.5,6507,1357.5,3615.5,6579,2864,3121.5,6984.5,1736,721.5,7940.5,19598,0,9773,1013,14321.5,12238.5,2675.5,3833.5,609.5,7652,862.5,4188,13891,13416,5847,2499,6277.5,4312.5,3687,15340.5,8482,8206.5,9182,7291,10802.5,7184.5,5465.5,5042.5,6469,8227
hPIV-4b/10-H2/2016_F.1,1888,2679.5,1929,4845,1543,4672,2161,871.5,1544,4402.5,4580.5,2819.5,727.5,4638.5,1498.5,2377.5,1438.5,947.5,1118,3054,1354.5,1265.5,1607.5,1736.5,1577,1170,2935.5,954,3418,1788.5,2278,1882.5,1771.5,613.5,2255,1620.5,2215.5,2284,2839.5,3215.5,3242.5,2547,1898,2711.5,2227,734,586,3210.5,1290.5,4418.5,4648,1832,3122.5,2308.5,1384.5,3320.5,1878,3353.5,0,2088,2607.5,1644,1283,1191,814,2258,2494.5,2209,3262.5,4602.5,1978.5,3881.5,3126.5,3778.5,4705.5,2601,2192,1821.5,2667,2104,3448,1025.5,3062,3323.5,3284,4364.5,0,2109,0,3386,1144,1018,337.5,0,0,1032,2266.5,1087,0,80.5,0,2155,644,350.5,115.5,853,164.5,725.5,522,875,1138,180.5,270.5,724.5,0,945,1526.5,1849,132.5,397.5,3513,923,1374,1810,6511.5,0,126,0,0,3204,0,189,1212,743,0,0,0,146.5,0,0,0,168.5,322,1422,0,0,0,849.5,0,0,428,1170,0,708,828,872.5,553,2374.5,412,0,3642,0,60,342,526,0,0,0,448,227,176.5,1252,2812,3460,1285.5,1891,503,113.5,0,4793,3583,1369,1933,4433.5,2493,3680,1837,1782.5,1566,3835,4921.5,2462.5,2154,2687.5,1805,3142,2987.5,0,3394,6691.5,2482.5,1379,2857.5,745.5,2565.5,0,1742,1151.5,28,8121,0,0,0,637,0,0,5502.5,4488.5,3324.5,6046,474.5,1697.5,2657,1987.5,4813.5,509,0,1031.5,645.5,1162,1455.5,79.5,1638,2330,8460,0,4774.5,1970.5,10957.5,5957.5,4912.5,3702,810.5,942,1437,0,1238,0,986.5,1185.5,1507,2524.5,14267,1563.5,2532,4986,7051.5,2099.5,6512.5,1758.5,1071,4102
hPIV-4b/10-H2/2016_F.2,3425,3581.5,2134,4705,1650,4627,1967,40.5,1936,3638.5,6526.5,1991.5,314.5,2838.5,2796.5,2673.5,1580.5,2771.5,2054,1826,2250.5,1938.5,1881.5,3475.5,2950,1860,2006.5,2835,5748,2095.5,2221,4721.5,1833.5,719.5,2249,3385.5,2891.5,2744,4224.5,3870.5,2410.5,4534,2186,2195.5,2798,1233,1560,2574.5,2437.5,5029.5,4712,2723,3400.5,3894.5,1417.5,4664.5,3342,3484.5,1329.5,2392,2381.5,1419,1714,2010,1204,828,1684.5,2684,2965.5,3167.5,1879.5,3553.5,2106.5,4883.5,5499.5,2687,4177,2627.5,5026,1970,3797,1465.5,2951,3751.5,4877,3712.5,0,1253,0,2878,1850,0,263.5,0,260.5,0,3069.5,190,0,0,1961,1463,1046,692.5,1017.5,0,231.5,1762.5,0,900,2563,519.5,0,1933.5,0,1766,1017.5,4766,0,123.5,2611,2338,2375,1407,8284.5,0,0,0,0,1379,0,527,3547,178,748,476,0,405.5,222,0,133,805.5,265,823,0,0,0,639.5,10,945,532,0,0,493,649,814.5,0,1967.5,349,0,4146,69,0,0,769,0,410.5,19.5,0,151,534.5,121,2382,3936,1856.5,2145,647,0,234.5,6074,5700,1865,2140,1907.5,3560,5211,3205,2835.5,2260,4667,2783.5,5346.5,2527,2884.5,2648,4274,3676.5,99,3832,6964.5,1798.5,3178,4335.5,517.5,5513.5,296,2426,2765.5,1470,10403,0,0,4656,2511,0,0,6186.5,6564.5,3893.5,5934,600.5,2022.5,2901,2093.5,14222.5,194,582,421.5,0,1978,766.5,716.5,3913,4508,6122,602,5912.5,2452.5,9381.5,5591.5,4612.5,5382,1075.5,2622,3013,1937,1140,0,1513.5,1892.5,1140,4626.5,16634,2767.5,3685,5813,6252.5,2914.5,4642.5,1692.5,2194,3747
hPIV-4b/10-H2/2016_F.3,2326,3376.5,2595,4210,931,3455,2784,380.5,2785,2048.5,2942.5,3081.5,4172.5,4715.5,2668.5,2559.5,1787.5,1210.5,1588,2876,1706.5,2419.5,1750.5,2565.5,1285,1584,2891.5,2555,6188,2527.5,1801,4282.5,3134.5,947.5,2789,2688.5,2127.5,2507,3660.5,3377.5,2560.5,4820,271,2467.5,3728,636,596,2068.5,1489.5,4239.5,2851,2890,3856.5,2097.5,1638.5,4682.5,2936,2359.5,0,2229,2383.5,1984,2668,2079,1421,2151,1550.5,2942,2870.5,4525.5,2462.5,3924.5,2841.5,7305.5,5741.5,3823,3178,2402.5,6201,1706,3469,1063.5,2674,4632.5,3573,3858.5,371,1317,125.5,3787,836,0,886.5,0,434.5,0,1277.5,456,355,0,2308,1527,753,0,640.5,259,336.5,2210.5,553,576,119,1015.5,638.5,1907.5,679,975,650.5,3025,38.5,0,2713,558,2120,1155,6065.5,0,0,1340,0,1404,448,0,1106,489,868,0,0,27.5,80,0,0,689.5,44,0,0,0,663.5,419.5,1461,542,412,330,0,731,109,442.5,685,2336.5,0,2186.5,4535,589,555,0,1554,0,0,0,0,1107,164.5,765,1932,3493,1446.5,1633,786,0,0,5117,5057,1289,915,1920.5,3475,2340,1529,2243.5,3508,1853,1197.5,3596.5,2309,2307.5,3183,1457,2413.5,0,3876,1786.5,2161.5,2679,1308.5,47.5,2589.5,182,526,1230.5,739,9355,0,0,0,416,11,0,6030.5,3411.5,4444.5,4899,631.5,1603.5,3740,2245.5,14363.5,1434,0,894.5,182.5,1666,1048.5,316.5,362,0,6617,165,7798.5,2637.5,12391.5,4988.5,6889.5,5444,1399.5,3946,8565,0,2131,16,1376.5,2384.5,1365,2179.5,15510,2319.5,3722,6159,7591.5,2992.5,4914.5,2656.5,1372,3516
hPIV-4b/10-H2/2016_F.4,3633,4103.5,2902,3387,990,7290,2676,167.5,1599,4432.5,4158.5,3553.5,4470.5,4317.5,2699.5,2636.5,2518.5,2496.5,2046,2605,2576.5,1947.5,1830.5,2686.5,1979,1825,3051.5,3112,6430,3133.5,2524,4890.5,3137.5,1159.5,3087,2272.5,3625.5,2180,4801.5,4814.5,3371.5,4737,3838,2951.5,2460,1798,1279,2650.5,2125.5,3394.5,4221,3081,3062.5,1699.5,2351.5,4437.5,2824,4260.5,2881.5,2946,2029.5,2786,1850,2667,1950,2580,2470.5,3256,3441.5,4820.5,2200.5,3836.5,3255.5,8642.5,5330.5,3191,4483,1723.5,4778,2116,2061,1567.5,2656,4822.5,4158,3467.5,0,1677,419.5,2990,1047,1804,861.5,0,0,470,2154.5,551,508,0,2272,2028,1510,475.5,1666.5,0,0,2571.5,118,77,1572,1393.5,0,1886.5,2069,2469,529.5,4371,1005.5,293.5,2495,2128,3332,286,8781.5,0,0,0,1857,2189,0,800,2624,154,323,223,123,21.5,0,0,480,944.5,0,1783,0,0,0,898.5,530,233,370,419,410,441,0,394.5,324,2342.5,320,2956.5,3974,0,325,0,602,0,0,0,57,1454,505.5,833,3382,3515,2838.5,2650,568,549.5,0,7009,5720,1491,1614,4137.5,4190,2776,2609,3776.5,3250,1741,2416.5,4999.5,2975,1563.5,2154,3097,3297.5,1752,3931,5597.5,2819.5,3675,2481.5,1476.5,7588.5,1108,545,2143.5,1237,12297,0,0,0,1312,0,0,8890.5,5580.5,3666.5,4109,831.5,2662.5,4294,3144.5,9629.5,4063,5949,1720.5,689.5,1630,2500.5,1016.5,9813,0,8811,692,10766.5,2427.5,7316.5,5502.5,5467.5,8448,2674.5,2681,11533,7343,1987,689,2645.5,3588.5,2284,8393.5,5265,2787.5,4596,7254,6638.5,1280.5,6396.5,1728.5,3606,7141
